"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20120101 ~ 20120831"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201201","7","31,500","17","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201201","30","23,400","20","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201202","11","23,500","4","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201202","14","22,000","2","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201202","15","31,700","15","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201202","27","32,000","8","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201203","9","23,000","10","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201203","15","30,000","16","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201204","2","20,800","2","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201204","2","29,000","2","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201204","21","22,000","12","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201204","21","32,400","10","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201204","26","28,800","15","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201204","30","23,200","16","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201205","1","22,600","22","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201205","8","31,800","8","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201205","19","22,000","19","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201205","30","22,000","13","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201206","19","23,000","10","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201207","16","29,500","14","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","84.83","201208","13","29,450","19","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.82","201208","27","22,500","14","2002","벚꽃로 73","","-","-"
"서울특별시 금천구 독산동","1028","1028","0000","대덕트윈빌","59.56","201203","14","26,550","8","2002","시흥대로112길 6","","-","-"
"서울특별시 금천구 독산동","1028","1028","0000","대덕트윈빌","59.56","201203","15","24,000","1","2002","시흥대로112길 6","","-","-"
"서울특별시 금천구 독산동","1028","1028","0000","대덕트윈빌","82.8","201204","11","36,500","9","2002","시흥대로112길 6","","-","-"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","201203","4","35,000","13","2004","범안로 1136","","-","-"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","201203","7","31,500","11","2004","범안로 1136","","-","-"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","201204","17","34,000","9","2004","범안로 1136","","-","-"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","201207","21","31,200","17","2004","범안로 1136","","-","-"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","201207","23","30,900","3","2004","범안로 1136","","-","-"
"서울특별시 금천구 독산동","1140","1140","0000","독산동중앙하이츠빌","84.8768","201208","12","34,200","7","2004","범안로 1136","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.161","201201","18","33,800","11","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","67.626","201201","28","35,000","10","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.161","201201","30","32,900","12","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.307","201203","15","35,750","13","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.161","201203","19","37,300","14","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","67.626","201204","25","31,500","5","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.207","201205","1","36,800","7","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.161","201205","21","27,520","2","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.307","201208","27","35,100","11","2011","시흥대로150길 6","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.94","201201","3","15,800","5","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.89","201201","31","17,300","7","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.64","201201","31","12,480","2","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","84.79","201202","17","27,500","6","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.64","201202","18","13,500","3","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.64","201203","1","13,500","4","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.64","201203","2","12,000","2","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.89","201203","6","15,400","4","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.94","201204","11","15,700","8","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.89","201204","17","15,350","3","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.64","201205","14","12,600","1","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","59.22","201205","15","23,000","13","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.64","201205","22","12,800","15","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.94","201205","28","14,550","6","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.89","201206","16","15,500","3","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.89","201206","30","16,100","13","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","59.22","201207","4","22,500","9","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","44.94","201208","17","14,500","10","1990","한내로 69-54","","-","-"
"서울특별시 금천구 독산동","293-10","0293","0010","독산현대","83.73","201201","31","32,000","5","1999","범안로17길 12","","-","-"
"서울특별시 금천구 독산동","293-10","0293","0010","독산현대","58.72","201205","30","25,300","15","1999","범안로17길 12","","-","-"
"서울특별시 금천구 독산동","293-10","0293","0010","독산현대","58.72","201208","30","23,500","8","1999","범안로17길 12","","-","-"
"서울특별시 금천구 독산동","887-2","0887","0002","동은노보빌(887-2)","81.05","201201","19","24,000","1","2003","문성로 10","","-","-"
"서울특별시 금천구 독산동","887-2","0887","0002","동은노보빌(887-2)","81.05","201203","5","25,800","4","2003","문성로 10","","-","-"
"서울특별시 금천구 독산동","887-2","0887","0002","동은노보빌(887-2)","45.19","201204","30","14,000","2","2003","문성로 10","","-","-"
"서울특별시 금천구 독산동","887-54","0887","0054","동은노보빌(887-54)","93.77","201204","27","22,500","-1","2003","문성로 6","","-","-"
"서울특별시 금천구 독산동","1131","1131","0000","라이프","84.74","201202","6","28,180","13","1996","벚꽃로 60","","-","-"
"서울특별시 금천구 독산동","1131","1131","0000","라이프","84.74","201206","8","30,000","4","1996","벚꽃로 60","","-","-"
"서울특별시 금천구 독산동","1131","1131","0000","라이프","84.74","201206","29","26,500","15","1996","벚꽃로 60","","-","-"
"서울특별시 금천구 독산동","976-37","0976","0037","리치힐(976-37)","84.22","201203","26","27,700","2","2004","독산로92길 23","","-","-"
"서울특별시 금천구 독산동","993-36","0993","0036","리치힐102동(993-36)","105.09","201202","19","30,000","7","2003","독산로90길 18","","-","-"
"서울특별시 금천구 독산동","993-36","0993","0036","리치힐102동(993-36)","105.09","201205","14","29,500","5","2003","독산로90길 18","","-","-"
"서울특별시 금천구 독산동","992","0992","0000","리치힐103동(992-0)","94.88","201206","27","30,000","4","2004","독산로92길 16","","-","-"
"서울특별시 금천구 독산동","1132","1132","0000","목화101","59.95","201202","17","21,000","7","1996","문성로3길 8","","-","-"
"서울특별시 금천구 독산동","1132","1132","0000","목화101","91.02","201205","1","27,000","7","1996","문성로3길 8","","-","-"
"서울특별시 금천구 독산동","961-13","0961","0013","목화102","81.07","201203","3","24,500","3","1997","문성로1길 7","","-","-"
"서울특별시 금천구 독산동","956","0956","0000","삼익","59.97","201202","8","22,800","7","1998","남부순환로120길 22","","-","-"
"서울특별시 금천구 독산동","956","0956","0000","삼익","84.78","201202","9","31,000","9","1998","남부순환로120길 22","","-","-"
"서울특별시 금천구 독산동","956","0956","0000","삼익","69.72","201203","1","26,300","1","1998","남부순환로120길 22","","-","-"
"서울특별시 금천구 독산동","956","0956","0000","삼익","69.72","201203","10","25,600","3","1998","남부순환로120길 22","","-","-"
"서울특별시 금천구 독산동","956","0956","0000","삼익","59.96","201204","13","22,300","10","1998","남부순환로120길 22","","-","-"
"서울특별시 금천구 독산동","956","0956","0000","삼익","69.72","201205","1","27,000","7","1998","남부순환로120길 22","","-","-"
"서울특별시 금천구 독산동","1141","1141","0000","서초파레스","79.7","201208","7","32,800","5","2005","시흥대로128길 19","","-","-"
"서울특별시 금천구 독산동","1141","1141","0000","서초파레스","79.7","201208","10","32,700","3","2005","시흥대로128길 19","","-","-"
"서울특별시 금천구 독산동","1138","1138","0000","설악솔내음","51.59","201203","10","20,000","5","2002","독산로85길 7-8","","-","-"
"서울특별시 금천구 독산동","1037-31","1037","0031","세진(1037-31)","60.87","201202","11","23,000","3","2005","독산로 211","","-","-"
"서울특별시 금천구 독산동","992-42","0992","0042","세진웰빙101","95.5","201203","9","30,850","6","2004","독산로92길 30","","-","-"
"서울특별시 금천구 독산동","955","0955","0000","신도브래뉴","55.55","201202","15","23,200","1","2002","시흥대로152길 25","","-","-"
"서울특별시 금천구 독산동","955","0955","0000","신도브래뉴","79.35","201203","3","33,000","1","2002","시흥대로152길 25","","-","-"
"서울특별시 금천구 독산동","955","0955","0000","신도브래뉴","55.55","201203","9","25,100","6","2002","시흥대로152길 25","","-","-"
"서울특별시 금천구 독산동","955","0955","0000","신도브래뉴","79.35","201203","10","35,900","8","2002","시흥대로152길 25","","-","-"
"서울특별시 금천구 독산동","955","0955","0000","신도브래뉴","55.55","201203","28","25,500","6","2002","시흥대로152길 25","","-","-"
"서울특별시 금천구 독산동","955","0955","0000","신도브래뉴","55.55","201204","9","23,700","1","2002","시흥대로152길 25","","-","-"
"서울특별시 금천구 독산동","1143","1143","0000","이랜드해가든","84.935","201201","21","34,500","9","2008","벚꽃로6길 3","","-","-"
"서울특별시 금천구 독산동","1143","1143","0000","이랜드해가든","84.935","201208","14","30,500","23","2008","벚꽃로6길 3","","-","-"
"서울특별시 금천구 독산동","1143","1143","0000","이랜드해가든","84.935","201208","17","30,800","8","2008","벚꽃로6길 3","","-","-"
"서울특별시 금천구 독산동","889-36","0889","0036","장미아파트B동","67.21","201204","2","22,000","2","2000","문성로 29","","-","-"
"서울특별시 금천구 독산동","182-1","0182","0001","정심아파트","77.44","201208","17","22,000","4","2003","독산로80가길 26","","-","-"
"서울특별시 금천구 독산동","1002","1002","0000","진도1차","59.94","201203","14","21,000","3","1996","벚꽃로18길 36","","-","-"
"서울특별시 금천구 독산동","1002","1002","0000","진도1차","59.94","201208","30","20,900","9","1996","벚꽃로18길 36","","-","-"
"서울특별시 금천구 독산동","1133","1133","0000","진도2차","59.95","201202","29","24,000","10","1997","두산로 36","","-","-"
"서울특별시 금천구 독산동","1133","1133","0000","진도2차","59.95","201206","14","22,500","6","1997","두산로 36","","-","-"
"서울특별시 금천구 독산동","1136","1136","0000","진도3차아파트","79.71","201201","12","28,200","8","1999","범안로17길 41","","-","-"
"서울특별시 금천구 독산동","1136","1136","0000","진도3차아파트","79.71","201202","23","31,000","11","1999","범안로17길 41","","-","-"
"서울특별시 금천구 독산동","1136","1136","0000","진도3차아파트","59.34","201203","11","24,700","14","1999","범안로17길 41","","-","-"
"서울특별시 금천구 독산동","1136","1136","0000","진도3차아파트","79.71","201205","15","29,500","1","1999","범안로17길 41","","-","-"
"서울특별시 금천구 독산동","1136","1136","0000","진도3차아파트","79.71","201207","5","29,000","1","1999","범안로17길 41","","-","-"
"서울특별시 금천구 독산동","1136","1136","0000","진도3차아파트","79.71","201207","24","31,000","9","1999","범안로17길 41","","-","-"
"서울특별시 금천구 독산동","1139","1139","0000","청광플러스원","84.962","201202","27","31,800","10","2003","두산로11길 22","","-","-"
"서울특별시 금천구 독산동","1139","1139","0000","청광플러스원","84.962","201205","10","31,500","12","2003","두산로11길 22","","-","-"
"서울특별시 금천구 독산동","1139","1139","0000","청광플러스원","84.962","201208","13","30,000","11","2003","두산로11길 22","","-","-"
"서울특별시 금천구 독산동","887-5","0887","0005","청호센트레빌","72.36","201203","12","24,800","6","2003","문성로 14-1","","-","-"
"서울특별시 금천구 독산동","1003-21","1003","0021","태영아파트","56.78","201208","29","20,000","15","2001","범안로 1158","","-","-"
"서울특별시 금천구 독산동","957","0957","0000","푸른터","81.56","201205","17","23,500","8","2006","남부순환로120길 23","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201201","9","30,000","10","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201201","30","28,000","1","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201202","2","30,500","19","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201202","8","27,000","2","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201202","14","27,650","4","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201202","17","32,000","7","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201202","20","27,850","9","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201202","22","31,500","13","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201203","17","27,800","23","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201203","28","28,500","9","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201204","3","26,900","4","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201204","4","30,000","11","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","129.66","201204","4","35,200","1","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201205","7","27,000","5","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201207","4","26,200","16","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.46","201207","7","28,500","21","1991","한내로 62","","-","-"
"서울특별시 금천구 독산동","987-22","0987","0022","한아(987-22)","66.75","201208","3","24,000","7","2003","시흥대로144길 12","","-","-"
"서울특별시 금천구 독산동","1142","1142","0000","한아마인드","73.81","201203","17","27,000","6","2005","범안로17길 9","","-","-"
"서울특별시 금천구 독산동","894-5","0894","0005","힐탑아파트4차(894-5)","84.75","201208","20","26,000","1","2005","문성로3길 70","","-","-"
"서울특별시 금천구 시흥동","929-33","0929","0033","건우한마음","81.813","201207","15","26,250","3","2005","금하로24길 91","","-","-"
"서울특별시 금천구 시흥동","820-12","0820","0012","경남아파트","97.99","201201","16","30,000","7","1998","독산로 78-1","","-","-"
"서울특별시 금천구 시흥동","820-12","0820","0012","경남아파트","59.97","201206","27","22,200","9","1998","독산로 78-1","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201201","7","32,000","17","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201201","9","21,800","9","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201201","20","22,100","5","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201201","25","29,300","4","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201201","26","21,500","5","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201201","28","22,100","9","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","1","22,000","20","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","3","22,900","6","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","4","22,900","15","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201202","5","40,000","1","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201202","10","29,500","18","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201202","18","32,700","11","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","18","21,670","4","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","20","22,000","19","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","22","22,300","4","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","25","22,000","15","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201202","29","22,300","8","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201203","1","36,750","12","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201203","3","31,000","19","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201203","8","29,000","4","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201203","10","38,000","11","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201203","10","23,200","15","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201203","14","22,600","19","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201203","16","31,400","13","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201203","21","32,500","15","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201203","22","29,600","3","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201203","28","23,000","11","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201203","30","22,300","8","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201204","4","22,500","6","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201204","7","23,500","10","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201204","9","21,900","2","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201204","11","38,000","14","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201204","21","30,900","8","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201204","21","22,900","8","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201204","26","33,000","17","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201204","27","35,000","10","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201205","20","23,500","17","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201205","25","23,500","18","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201205","26","20,080","1","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201205","30","33,000","10","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201205","30","23,800","12","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201206","1","37,000","14","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201206","5","28,800","6","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201206","7","21,500","3","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201206","11","32,800","1","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201206","19","29,950","13","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201206","21","33,000","6","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201206","21","28,000","1","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201207","3","31,500","13","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201207","12","22,000","9","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201207","14","29,500","3","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201207","17","21,100","20","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201207","21","30,300","6","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201208","4","29,000","17","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201208","7","22,700","17","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201208","20","38,000","14","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.34","201208","20","21,900","15","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201208","21","36,800","13","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201208","21","29,870","16","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201208","22","34,800","6","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.97","201208","23","29,800","9","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.84","201208","28","34,000","5","2004","금하로 816","","-","-"
"서울특별시 금천구 시흥동","1017","1017","0000","관악산신도브래뉴","84.8","201201","7","35,000","10","2006","금하로24나길 48","","-","-"
"서울특별시 금천구 시흥동","1017","1017","0000","관악산신도브래뉴","84.8","201202","13","34,000","4","2006","금하로24나길 48","","-","-"
"서울특별시 금천구 시흥동","1017","1017","0000","관악산신도브래뉴","84.8","201202","14","33,000","7","2006","금하로24나길 48","","-","-"
"서울특별시 금천구 시흥동","1017","1017","0000","관악산신도브래뉴","84.8","201203","16","30,000","15","2006","금하로24나길 48","","-","-"
"서울특별시 금천구 시흥동","1017","1017","0000","관악산신도브래뉴","84.8","201204","27","31,250","8","2006","금하로24나길 48","","-","-"
"서울특별시 금천구 시흥동","1017","1017","0000","관악산신도브래뉴","84.8","201206","9","32,500","5","2006","금하로24나길 48","","-","-"
"서울특별시 금천구 시흥동","1017","1017","0000","관악산신도브래뉴","84.8","201206","19","32,000","5","2006","금하로24나길 48","","-","-"
"서울특별시 금천구 시흥동","1008","1008","0000","금강","59.95","201203","8","21,900","17","2000","독산로50길 57-2","","-","-"
"서울특별시 금천구 시흥동","1008","1008","0000","금강","84.65","201203","23","31,200","6","2000","독산로50길 57-2","","-","-"
"서울특별시 금천구 시흥동","1008","1008","0000","금강","59.95","201203","30","21,500","18","2000","독산로50길 57-2","","-","-"
"서울특별시 금천구 시흥동","1008","1008","0000","금강","84.65","201204","30","30,300","4","2000","독산로50길 57-2","","-","-"
